Devil7.0.SCAFFOLD,Devil7.1.SCAFFOLD,Chromosome,LENGTH,CHROMOSOME POSITION,GENOME POSITION
GL834813.1,Chr1_supercontig_000000401,1,371100,583371457,583371457
GL834814.1,Chr1_supercontig_000000402,1,20969,583392426,583392426
GL834815.1,Chr1_supercontig_000000403,1,122314,583514740,583514740
GL834816.1,Chr1_supercontig_000000404,1,30843,583545583,583545583
GL834817.1,Chr1_supercontig_000000405,1,34789,583580372,583580372
GL834818.1,Chr1_supercontig_000000406,1,62554,583642926,583642926
GL834819.1,Chr1_supercontig_000000407,1,121129,583764055,583764055
GL834820.1,Chr1_supercontig_000000408,1,147151,583911206,583911206
GL834821.1,Chr1_supercontig_000000409,1,384427,584295633,584295633
GL834822.1,Chr1_supercontig_000000410,1,419930,584715563,584715563
GL834823.1,Chr1_supercontig_000000411,1,87941,584803504,584803504
GL834824.1,Chr1_supercontig_000000412,1,59099,584862603,584862603
GL834825.1,Chr1_supercontig_000000413,1,35821,584898424,584898424
GL834826.1,Chr1_supercontig_000000414,1,286232,585184656,585184656
GL834827.1,Chr1_supercontig_000000415,1,32807,585217463,585217463
GL834828.1,Chr1_supercontig_000000416,1,56573,585274036,585274036
GL834829.1,Chr1_supercontig_000000417,1,73210,585347246,585347246
GL834830.1,Chr1_supercontig_000000418,1,72856,585420102,585420102
GL834831.1,Chr1_supercontig_000000419,1,57329,585477431,585477431
GL834832.1,Chr1_supercontig_000000420,1,136841,585614272,585614272
GL834833.1,Chr1_supercontig_000000421,1,121083,585735355,585735355
GL834834.1,Chr1_supercontig_000000422,1,7543,585742898,585742898
GL834835.1,Chr1_supercontig_000000423,1,91083,585833981,585833981
GL834836.1,Chr1_supercontig_000000424,1,128686,585962667,585962667
GL834837.1,Chr1_supercontig_000000425,1,100392,586063059,586063059
GL834838.1,Chr1_supercontig_000000426,1,136315,586199374,586199374
GL834839.1,Chr1_supercontig_000000427,1,210803,586410177,586410177
GL834840.1,Chr1_supercontig_000000428,1,132707,586542884,586542884
GL834841.1,Chr1_supercontig_000000429,1,31666,586574550,586574550
GL834842.1,Chr1_supercontig_000000430,1,238214,586812764,586812764
GL834843.1,Chr1_supercontig_000000431,1,63766,586876530,586876530
GL834844.1,Chr1_supercontig_000000432,1,112942,586989472,586989472
GL834845.1,Chr1_supercontig_000000433,1,235650,587225122,587225122
GL834846.1,Chr1_supercontig_000000434,1,180509,587405631,587405631
GL834847.1,Chr1_supercontig_000000435,1,50324,587455955,587455955
GL834848.1,Chr1_supercontig_000000436,1,255401,587711356,587711356
GL834849.1,Chr1_supercontig_000000437,1,233322,587944678,587944678
GL834850.1,Chr1_supercontig_000000438,1,54189,587998867,587998867
GL834851.1,Chr1_supercontig_000000439,1,66273,588065140,588065140
GL834852.1,Chr1_supercontig_000000440,1,70021,588135161,588135161
GL834853.1,Chr1_supercontig_000000441,1,257542,588392703,588392703
GL834854.1,Chr1_supercontig_000000442,1,32789,588425492,588425492
GL834855.1,Chr1_supercontig_000000443,1,53280,588478772,588478772
GL834856.1,Chr1_supercontig_000000444,1,54909,588533681,588533681
GL834857.1,Chr1_supercontig_000000445,1,150174,588683855,588683855
GL834858.1,Chr1_supercontig_000000446,1,311590,588995445,588995445
GL834859.1,Chr1_supercontig_000000447,1,112962,589108407,589108407
GL834860.1,Chr1_supercontig_000000448,1,81729,589190136,589190136
GL834861.1,Chr1_supercontig_000000449,1,79177,589269313,589269313
GL834862.1,Chr1_supercontig_000000450,1,112205,589381518,589381518
GL834863.1,Chr1_supercontig_000000451,1,51933,589433451,589433451
GL834864.1,Chr1_supercontig_000000452,1,28930,589462381,589462381
GL834865.1,Chr1_supercontig_000000453,1,16258,589478639,589478639
GL834866.1,Chr1_supercontig_000000454,1,70772,589549411,589549411
GL834867.1,Chr1_supercontig_000000455,1,24897,589574308,589574308
GL834868.1,Chr1_supercontig_000000456,1,47873,589622181,589622181
GL834869.1,Chr1_supercontig_000000457,1,108876,589731057,589731057
GL834870.1,Chr1_supercontig_000000458,1,54592,589785649,589785649
GL834871.1,Chr1_supercontig_000000459,1,61137,589846786,589846786
GL834872.1,Chr1_supercontig_000000460,1,71300,589918086,589918086
GL834873.1,Chr1_supercontig_000000461,1,64884,589982970,589982970
GL834874.1,Chr1_supercontig_000000462,1,152326,590135296,590135296
GL834875.1,Chr1_supercontig_000000463,1,130503,590265799,590265799
GL834876.1,Chr1_supercontig_000000464,1,38542,590304341,590304341
GL834877.1,Chr1_supercontig_000000465,1,87692,590392033,590392033
GL834878.1,Chr1_supercontig_000000466,1,239575,590631608,590631608
GL834879.1,Chr1_supercontig_000000467,1,44811,590676419,590676419
GL834880.1,Chr1_supercontig_000000468,1,292035,590968454,590968454
GL834881.1,Chr1_supercontig_000000469,1,79138,591047592,591047592
GL834882.1,Chr1_supercontig_000000470,1,49878,591097470,591097470
GL834883.1,Chr1_supercontig_000000471,1,64142,591161612,591161612
GL834884.1,Chr1_supercontig_000000472,1,65093,591226705,591226705
GL834885.1,Chr1_supercontig_000000473,1,58227,591284932,591284932
GL834886.1,Chr1_supercontig_000000474,1,237830,591522762,591522762
GL834887.1,Chr1_supercontig_000000475,1,5119,591527881,591527881
GL834888.1,Chr1_supercontig_000000476,1,221359,591749240,591749240
GL834889.1,Chr1_supercontig_000000477,1,35914,591785154,591785154
GL834890.1,Chr1_supercontig_000000478,1,60192,591845346,591845346
GL834891.1,Chr1_supercontig_000000479,1,53000,591898346,591898346
GL834892.1,Chr1_supercontig_000000480,1,131629,592029975,592029975
GL834893.1,Chr1_supercontig_000000481,1,69198,592099173,592099173
GL834894.1,Chr1_supercontig_000000482,1,71563,592170736,592170736
GL834895.1,Chr1_supercontig_000000483,1,376878,592547614,592547614
GL834896.1,Chr1_supercontig_000000484,1,140592,592688206,592688206
GL834897.1,Chr1_supercontig_000000485,1,275073,592963279,592963279
GL834898.1,Chr1_supercontig_000000486,1,45371,593008650,593008650
GL834899.1,Chr1_supercontig_000000487,1,149626,593158276,593158276
GL834900.1,Chr1_supercontig_000000488,1,596466,593754742,593754742
GL834901.1,Chr1_supercontig_000000489,1,97348,593852090,593852090
GL834902.1,Chr1_supercontig_000000490,1,88259,593940349,593940349
GL834903.1,Chr1_supercontig_000000491,1,355440,594295789,594295789
GL834904.1,Chr1_supercontig_000000492,1,43064,594338853,594338853
GL834905.1,Chr1_supercontig_000000493,1,6632,594345485,594345485
GL834906.1,Chr1_supercontig_000000494,1,65995,594411480,594411480
GL834907.1,Chr1_supercontig_000000495,1,88210,594499690,594499690
GL834908.1,Chr1_supercontig_000000496,1,78865,594578555,594578555
GL834909.1,Chr1_supercontig_000000497,1,48192,594626747,594626747
GL834910.1,Chr1_supercontig_000000498,1,107613,594734360,594734360
GL834911.1,Chr1_supercontig_000000499,1,76045,594810405,594810405
GL834912.1,Chr1_supercontig_000000500,1,66355,594876760,594876760
GL834913.1,Chr1_supercontig_000000501,1,79717,594956477,594956477
GL834914.1,Chr1_supercontig_000000502,1,102489,595058966,595058966
GL834915.1,Chr1_supercontig_000000503,1,36633,595095599,595095599
GL834916.1,Chr1_supercontig_000000504,1,3588,595099187,595099187
GL834917.1,Chr1_supercontig_000000505,1,79409,595178596,595178596
GL834918.1,Chr1_supercontig_000000506,1,192912,595371508,595371508
GL834919.1,Chr1_supercontig_000000507,1,69644,595441152,595441152
GL834920.1,Chr1_supercontig_000000508,1,61370,595502522,595502522
GL834921.1,Chr1_supercontig_000000509,1,174362,595676884,595676884
GL834922.1,Chr1_supercontig_000000510,1,84322,595761206,595761206
GL834923.1,Chr1_supercontig_000000511,1,108975,595870181,595870181
GL834924.1,Chr1_supercontig_000000512,1,81616,595951797,595951797
GL834925.1,Chr1_supercontig_000000513,1,165078,596116875,596116875
GL834926.1,Chr1_supercontig_000000514,1,246679,596363554,596363554
GL834927.1,Chr1_supercontig_000000515,1,64457,596428011,596428011
GL834928.1,Chr1_supercontig_000000516,1,34663,596462674,596462674
GL834929.1,Chr1_supercontig_000000517,1,66123,596528797,596528797
GL834930.1,Chr1_supercontig_000000518,1,149789,596678586,596678586
GL834931.1,Chr1_supercontig_000000519,1,89969,596768555,596768555
GL834932.1,Chr1_supercontig_000000520,1,144998,596913553,596913553
GL834933.1,Chr1_supercontig_000000521,1,120529,597034082,597034082
GL834934.1,Chr1_supercontig_000000522,1,41718,597075800,597075800
GL834935.1,Chr1_supercontig_000000523,1,207386,597283186,597283186
GL834936.1,Chr1_supercontig_000000524,1,54949,597338135,597338135
GL834937.1,Chr1_supercontig_000000525,1,81540,597419675,597419675
GL834938.1,Chr1_supercontig_000000526,1,220795,597640470,597640470
GL834939.1,Chr1_supercontig_000000527,1,215148,597855618,597855618
GL834940.1,Chr1_supercontig_000000528,1,23971,597879589,597879589
GL834941.1,Chr1_supercontig_000000529,1,91171,597970760,597970760
GL834942.1,Chr1_supercontig_000000530,1,144440,598115200,598115200
GL834943.1,Chr1_supercontig_000000531,1,68381,598183581,598183581
GL834944.1,Chr1_supercontig_000000532,1,165840,598349421,598349421
GL834945.1,Chr1_supercontig_000000533,1,40645,598390066,598390066
GL834946.1,Chr1_supercontig_000000534,1,138066,598528132,598528132
GL834947.1,Chr1_supercontig_000000535,1,388496,598916628,598916628
GL834948.1,Chr1_supercontig_000000536,1,22405,598939033,598939033
GL834949.1,Chr1_supercontig_000000537,1,145045,599084078,599084078
GL834950.1,Chr1_supercontig_000000538,1,182905,599266983,599266983
GL834951.1,Chr1_supercontig_000000539,1,49258,599316241,599316241
GL834952.1,Chr1_supercontig_000000540,1,102680,599418921,599418921
GL834953.1,Chr1_supercontig_000000541,1,95837,599514758,599514758
GL834954.1,Chr1_supercontig_000000542,1,13877,599528635,599528635
GL834955.1,Chr1_supercontig_000000543,1,33328,599561963,599561963
GL834956.1,Chr1_supercontig_000000544,1,102583,599664546,599664546
GL834957.1,Chr1_supercontig_000000545,1,278955,599943501,599943501
GL834958.1,Chr1_supercontig_000000546,1,299611,600243112,600243112
GL834959.1,Chr1_supercontig_000000547,1,122680,600365792,600365792
GL834960.1,Chr1_supercontig_000000548,1,29107,600394899,600394899
GL834961.1,Chr1_supercontig_000000549,1,55813,600450712,600450712
GL834962.1,Chr1_supercontig_000000550,1,315143,600765855,600765855
GL834963.1,Chr1_supercontig_000000551,1,30437,600796292,600796292
GL834964.1,Chr1_supercontig_000000552,1,33429,600829721,600829721
GL834965.1,Chr1_supercontig_000000553,1,32288,600862009,600862009
GL834966.1,Chr1_supercontig_000000554,1,43902,600905911,600905911
GL834967.1,Chr1_supercontig_000000555,1,317623,601223534,601223534
GL834968.1,Chr1_supercontig_000000556,1,168213,601391747,601391747
GL834969.1,Chr1_supercontig_000000557,1,81088,601472835,601472835
GL834970.1,Chr1_supercontig_000000558,1,76239,601549074,601549074
GL834971.1,Chr1_supercontig_000000559,1,247348,601796422,601796422
GL834972.1,Chr1_supercontig_000000560,1,347883,602144305,602144305
GL834973.1,Chr1_supercontig_000000561,1,71097,602215402,602215402
GL834974.1,Chr1_supercontig_000000562,1,64474,602279876,602279876
GL834975.1,Chr1_supercontig_000000563,1,209569,602489445,602489445
GL834976.1,Chr1_supercontig_000000564,1,3064,602492509,602492509
GL834977.1,Chr1_supercontig_000000565,1,307334,602799843,602799843
GL834978.1,Chr1_supercontig_000000566,1,57370,602857213,602857213
GL834979.1,Chr1_supercontig_000000567,1,44436,602901649,602901649
GL834980.1,Chr1_supercontig_000000568,1,163198,603064847,603064847
GL834981.1,Chr1_supercontig_000000569,1,33108,603097955,603097955
GL834982.1,Chr1_supercontig_000000570,1,175726,603273681,603273681
GL834983.1,Chr1_supercontig_000000571,1,26184,603299865,603299865
GL834984.1,Chr1_supercontig_000000572,1,78292,603378157,603378157
GL834985.1,Chr1_supercontig_000000573,1,104528,603482685,603482685
GL834986.1,Chr1_supercontig_000000574,1,70688,603553373,603553373
GL834987.1,Chr1_supercontig_000000575,1,104568,603657941,603657941
GL834988.1,Chr1_supercontig_000000576,1,40528,603698469,603698469
GL834989.1,Chr1_supercontig_000000577,1,65686,603764155,603764155
GL834990.1,Chr1_supercontig_000000578,1,136519,603900674,603900674
GL834991.1,Chr1_supercontig_000000579,1,137623,604038297,604038297
GL834992.1,Chr1_supercontig_000000580,1,124135,604162432,604162432
GL834993.1,Chr1_supercontig_000000581,1,10892,604173324,604173324
GL834994.1,Chr1_supercontig_000000582,1,74694,604248018,604248018
GL834995.1,Chr1_supercontig_000000583,1,41711,604289729,604289729
GL834996.1,Chr1_supercontig_000000584,1,99392,604389121,604389121
GL834997.1,Chr1_supercontig_000000585,1,71402,604460523,604460523
GL834998.1,Chr1_supercontig_000000586,1,540918,605001441,605001441
GL834999.1,Chr1_supercontig_000000587,1,54526,605055967,605055967
GL835000.1,Chr1_supercontig_000000588,1,78230,605134197,605134197
GL835001.1,Chr1_supercontig_000000589,1,48093,605182290,605182290
GL835002.1,Chr1_supercontig_000000590,1,87812,605270102,605270102
GL835003.1,Chr1_supercontig_000000591,1,139195,605409297,605409297
GL835004.1,Chr1_supercontig_000000592,1,71268,605480565,605480565
GL835005.1,Chr1_supercontig_000000593,1,122590,605603155,605603155
GL835006.1,Chr1_supercontig_000000594,1,56060,605659215,605659215
GL835007.1,Chr1_supercontig_000000595,1,339433,605998648,605998648
GL835008.1,Chr1_supercontig_000000596,1,22536,606021184,606021184
GL835009.1,Chr1_supercontig_000000597,1,19753,606040937,606040937
GL835010.1,Chr1_supercontig_000000598,1,94401,606135338,606135338
GL835011.1,Chr1_supercontig_000000599,1,78028,606213366,606213366
GL835012.1,Chr1_supercontig_000000600,1,77028,606290394,606290394
GL835013.1,Chr1_supercontig_000000601,1,185246,606475640,606475640
GL835014.1,Chr1_supercontig_000000602,1,121977,606597617,606597617
GL835015.1,Chr1_supercontig_000000603,1,60299,606657916,606657916
GL835016.1,Chr1_supercontig_000000604,1,97584,606755500,606755500
GL835017.1,Chr1_supercontig_000000605,1,60391,606815891,606815891
GL835018.1,Chr1_supercontig_000000606,1,189299,607005190,607005190
GL835019.1,Chr1_supercontig_000000607,1,107194,607112384,607112384
GL835020.1,Chr1_supercontig_000000608,1,86176,607198560,607198560
GL835021.1,Chr1_supercontig_000000609,1,15265,607213825,607213825
GL835022.1,Chr1_supercontig_000000610,1,23043,607236868,607236868
GL835023.1,Chr1_supercontig_000000611,1,14029,607250897,607250897
GL835024.1,Chr1_supercontig_000000612,1,62871,607313768,607313768
GL835025.1,Chr1_supercontig_000000613,1,17342,607331110,607331110
GL835026.1,Chr1_supercontig_000000614,1,230615,607561725,607561725
GL835027.1,Chr1_supercontig_000000615,1,44109,607605834,607605834
GL835028.1,Chr1_supercontig_000000616,1,107297,607713131,607713131
GL835029.1,Chr1_supercontig_000000617,1,79336,607792467,607792467
GL835030.1,Chr1_supercontig_000000618,1,1331,607793798,607793798
GL835031.1,Chr1_supercontig_000000619,1,203269,607997067,607997067
GL835032.1,Chr1_supercontig_000000620,1,29761,608026828,608026828
GL835033.1,Chr1_supercontig_000000621,1,70897,608097725,608097725
GL835034.1,Chr1_supercontig_000000622,1,215407,608313132,608313132
GL835035.1,Chr1_supercontig_000000623,1,169549,608482681,608482681
GL835036.1,Chr1_supercontig_000000624,1,61060,608543741,608543741
GL835037.1,Chr1_supercontig_000000625,1,95827,608639568,608639568
GL835038.1,Chr1_supercontig_000000626,1,65848,608705416,608705416
GL835039.1,Chr1_supercontig_000000627,1,67376,608772792,608772792
GL835040.1,Chr1_supercontig_000000628,1,27355,608800147,608800147
GL835041.1,Chr1_supercontig_000000629,1,219483,609019630,609019630
GL835042.1,Chr1_supercontig_000000630,1,241994,609261624,609261624
GL835043.1,Chr1_supercontig_000000631,1,41688,609303312,609303312
GL835044.1,Chr1_supercontig_000000632,1,152547,609455859,609455859
GL835045.1,Chr1_supercontig_000000633,1,21018,609476877,609476877
GL835046.1,Chr1_supercontig_000000634,1,266450,609743327,609743327
GL835047.1,Chr1_supercontig_000000635,1,3989,609747316,609747316
GL835048.1,Chr1_supercontig_000000636,1,98864,609846180,609846180
GL835049.1,Chr1_supercontig_000000637,1,45254,609891434,609891434
GL835050.1,Chr1_supercontig_000000638,1,85902,609977336,609977336
GL835051.1,Chr1_supercontig_000000639,1,49409,610026745,610026745
GL835052.1,Chr1_supercontig_000000640,1,87987,610114732,610114732
GL835053.1,Chr1_supercontig_000000641,1,18675,610133407,610133407
GL835054.1,Chr1_supercontig_000000642,1,43587,610176994,610176994
GL835055.1,Chr1_supercontig_000000643,1,307594,610484588,610484588
GL835056.1,Chr1_supercontig_000000644,1,137957,610622545,610622545
GL835057.1,Chr1_supercontig_000000645,1,56570,610679115,610679115
GL835058.1,Chr1_supercontig_000000646,1,133178,610812293,610812293
GL835059.1,Chr1_supercontig_000000647,1,162260,610974553,610974553
GL835060.1,Chr1_supercontig_000000648,1,51811,611026364,611026364
GL835061.1,Chr1_supercontig_000000649,1,63584,611089948,611089948
GL835062.1,Chr1_supercontig_000000650,1,25706,611115654,611115654
GL835063.1,Chr1_supercontig_000000651,1,68140,611183794,611183794
GL835064.1,Chr1_supercontig_000000652,1,22055,611205849,611205849
GL835065.1,Chr1_supercontig_000000653,1,37626,611243475,611243475
GL835066.1,Chr1_supercontig_000000654,1,39933,611283408,611283408
GL835067.1,Chr1_supercontig_000000655,1,255883,611539291,611539291
GL835068.1,Chr1_supercontig_000000656,1,182435,611721726,611721726
GL835069.1,Chr1_supercontig_000000657,1,133623,611855349,611855349
GL835070.1,Chr1_supercontig_000000658,1,40500,611895849,611895849
GL835071.1,Chr1_supercontig_000000659,1,165050,612060899,612060899
GL835072.1,Chr1_supercontig_000000660,1,14905,612075804,612075804
GL835073.1,Chr1_supercontig_000000661,1,123127,612198931,612198931
GL835074.1,Chr1_supercontig_000000662,1,27549,612226480,612226480
